address	function	mnemonic	instruction	old_bytes	disp_offset	veh_offset	disp_value
0046713c	draw_vehicles(int,int,int,int,int)	MOV	MOV EAX,dword ptr [ECX + 0x95282c]	8B 81 2C 28 95 00	2	0x4	0x95282C
00467ba4	draw_base_dest(int)	MOV	MOV ESI,0x95282c	BE 2C 28 95 00	1	0x4	0x95282C
00467ca1	draw_base_dest(int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952844]	0F BF 81 44 28 95 00	3	0x1C	0x952844
00467ca8	draw_base_dest(int)	MOVSX	MOVSX ECX,word ptr [ECX + 0x95283c]	0F BF 89 3C 28 95 00	3	0x14	0x95283C
00467cb1	draw_base_dest(int)	MOVSX	MOVSX EAX,word ptr [EDX + 0x952844]	0F BF 82 44 28 95 00	3	0x1C	0x952844
00467cb8	draw_base_dest(int)	MOVSX	MOVSX ECX,word ptr [EDX + 0x95283c]	0F BF 8A 3C 28 95 00	3	0x14	0x95283C
0046dddd	click(int,int,int)	MOV	MOV word ptr [ECX + 0x952828],DX	66 89 91 28 28 95 00	3	0x0	0x952828
0046dde4	click(int,int,int)	MOV	MOV word ptr [ECX + 0x95282a],SI	66 89 B1 2A 28 95 00	3	0x2	0x95282A
0046ddeb	click(int,int,int)	MOV	MOV byte ptr [ECX + 0x952839],0x18	C6 81 39 28 95 00 18	2	0x11	0x952839
0046ddf2	click(int,int,int)	MOV	MOV word ptr [ECX + 0x95283c],DX	66 89 91 3C 28 95 00	3	0x14	0x95283C
0046ddf9	click(int,int,int)	MOV	MOV word ptr [ECX + 0x952844],SI	66 89 B1 44 28 95 00	3	0x1C	0x952844
0046de00	click(int,int,int)	MOV	MOV dword ptr [ECX + 0x95282c],0x0	C7 81 2C 28 95 00 00 00 00 00	2	0x4	0x95282C
0046dff3	click(int,int,int)	MOV	MOV word ptr [EDX*0x2 + 0x95283c],BX	66 89 1C 55 3C 28 95 00	4	0x14	0x95283C
0046e009	click(int,int,int)	MOV	MOV word ptr [EDX*0x2 + 0x952844],CX	66 89 0C 55 44 28 95 00	4	0x1C	0x952844
0046e907	click(int,int,int)	MOV	MOV DL,byte ptr [EAX + 0x952836]	8A 90 36 28 95 00	2	0xE	0x952836
0046f18c	on_mouse_move(int,int)	MOV	MOV word ptr [ECX*0x2 + 0x95283c],DX	66 89 14 4D 3C 28 95 00	4	0x14	0x95283C
0046f1a2	on_mouse_move(int,int)	MOV	MOV word ptr [EDX*0x2 + 0x952844],CX	66 89 0C 55 44 28 95 00	4	0x1C	0x952844
00485df1	draw_tech(int,RECT_*,int)	CMP	CMP EDI,0x952828	81 FF 28 28 95 00	2	0x0	0x952828
00486d72	pick(int,int,int,char_*)	CMP	CMP EDI,0x952828	81 FF 28 28 95 00	2	0x0	0x952828
0048cf78	veh_sprite_click(int)	MOV	MOV DL,byte ptr [EAX + 0x952839]	8A 90 39 28 95 00	2	0x11	0x952839
0048cf82	veh_sprite_click(int)	TEST	TEST dword ptr [EAX + 0x95282c],0x8004200	F7 80 2C 28 95 00 00 42 00 08	2	0x4	0x95282C
0048d038	veh_sprite_double_click(int)	MOV	MOV DL,byte ptr [EAX + 0x952839]	8A 90 39 28 95 00	2	0x11	0x952839
0048d042	veh_sprite_double_click(int)	TEST	TEST dword ptr [EAX + 0x95282c],0x8004200	F7 80 2C 28 95 00 00 42 00 08	2	0x4	0x95282C
0048d181	veh_pick(int,char_*,int)	MOV	MOV AX,word ptr [ECX*0x4 + 0x95285a]	66 8B 04 8D 5A 28 95 00	4	0x32	0x95285A
0048d197	veh_pick(int,char_*,int)	MOV	MOV AX,word ptr [EAX*0x4 + 0x95285a]	66 8B 04 85 5A 28 95 00	4	0x32	0x95285A
0048d1d1	veh_pick(int,char_*,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
0048d21f	veh_pick(int,char_*,int)	MOVSX	MOVSX ESI,word ptr [EDI + 0x952858]	0F BF B7 58 28 95 00	3	0x30	0x952858
0049a48d	draw_labs(void)	CMP	CMP EDI,0x952828	81 FF 28 28 95 00	2	0x0	0x952828
0049ea1e	draw_ops(void)	MOV	MOV CX,word ptr [EDI + 0x95285a]	66 8B 8F 5A 28 95 00	3	0x32	0x95285A
0049ea32	draw_ops(void)	MOV	MOV CX,word ptr [ECX + 0x95285a]	66 8B 89 5A 28 95 00	3	0x32	0x95285A
0049eaab	draw_ops(void)	MOVSX	MOVSX EDI,word ptr [EDI + 0x952858]	0F BF BF 58 28 95 00	3	0x30	0x952858
004a6174	on_iface_selected(int,int)	MOV	MOV CX,word ptr [EDX*0x4 + 0x95285a]	66 8B 0C 95 5A 28 95 00	4	0x32	0x95285A
004a618a	on_iface_selected(int,int)	MOV	MOV CX,word ptr [EDX*0x4 + 0x95285a]	66 8B 0C 95 5A 28 95 00	4	0x32	0x95285A
004a61a6	on_iface_selected(int,int)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952858]	0F BF 04 95 58 28 95 00	4	0x30	0x952858
004a68ae	on_iface_button_clicked(int)	MOV	MOV ESI,0x95282c	BE 2C 28 95 00	1	0x4	0x95282C
004a6a00	on_iface_button_clicked(int)	MOV	MOV ESI,0x952832	BE 32 28 95 00	1	0xA	0x952832
004a9873	draw_ops(void)	MOV	MOV CX,word ptr [EDX*0x4 + 0x95285a]	66 8B 0C 95 5A 28 95 00	4	0x32	0x95285A
004a9889	draw_ops(void)	MOV	MOV CX,word ptr [EDX*0x4 + 0x95285a]	66 8B 0C 95 5A 28 95 00	4	0x32	0x95285A
004a98a4	draw_ops(void)	MOVSX	MOVSX EAX,word ptr [EAX*0x4 + 0x952858]	0F BF 04 85 58 28 95 00	4	0x30	0x952858
004b3ffb	say_morale(char_*,int,int)	MOV	MOV AL,byte ptr [EBX + 0x952836]	8A 83 36 28 95 00	2	0xE	0x952836
004b4003	say_morale(char_*,int,int)	MOV	MOV AX,word ptr [EBX + 0x952832]	66 8B 83 32 28 95 00	3	0xA	0x952832
004b4069	say_morale(char_*,int,int)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
004b4087	say_morale(char_*,int,int)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952856]	0F BF 83 56 28 95 00	3	0x2E	0x952856
004b40de	say_morale(char_*,int,int)	MOVSX	MOVSX EAX,word ptr [EBX + 0x95282a]	0F BF 83 2A 28 95 00	3	0x2	0x95282A
004b40e5	say_morale(char_*,int,int)	MOVSX	MOVSX ECX,word ptr [EBX + 0x952828]	0F BF 8B 28 28 95 00	3	0x0	0x952828
004b41d5	say_morale(char_*,int,int)	MOV	MOV CX,word ptr [EBX + 0x952832]	66 8B 8B 32 28 95 00	3	0xA	0x952832
004b4268	say_morale(char_*,int,int)	MOV	MOV CX,word ptr [EBX + 0x952832]	66 8B 8B 32 28 95 00	3	0xA	0x952832
004b4398	say_morale(char_*,int,int)	MOV	MOV AL,byte ptr [EBX + 0x95282c]	8A 83 2C 28 95 00	2	0x4	0x95282C
004b43fb	say_orders(char_*,int)	MOV	MOV EAX,dword ptr [ESI + 0x95282c]	8B 86 2C 28 95 00	2	0x4	0x95282C
004b442a	say_orders(char_*,int)	MOV	MOV AL,byte ptr [ESI + 0x95283b]	8A 86 3B 28 95 00	2	0x13	0x95283B
004b4430	say_orders(char_*,int)	MOV	MOV CL,byte ptr [ESI + 0x95283a]	8A 8E 3A 28 95 00	2	0x12	0x95283A
004b4449	say_orders(char_*,int)	MOV	MOV AL,byte ptr [ESI + 0x95284e]	8A 86 4E 28 95 00	2	0x26	0x95284E
004b447f	say_orders(char_*,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952846]	0F BF 86 46 28 95 00	3	0x1E	0x952846
004b4486	say_orders(char_*,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x95283e]	0F BF 8E 3E 28 95 00	3	0x16	0x95283E
004b44ef	say_orders(char_*,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952832]	0F BF 8E 32 28 95 00	3	0xA	0x952832
004b4557	say_orders(char_*,int)	MOV	MOV EAX,dword ptr [ESI + 0x95282c]	8B 86 2C 28 95 00	2	0x4	0x95282C
004b45c1	say_orders(char_*,int)	MOV	MOV DL,byte ptr [ESI + 0x95283a]	8A 96 3A 28 95 00	2	0x12	0x95283A
004b45d7	say_orders(char_*,int)	LEA	LEA EBX,[ESI + 0x95283c]	8D 9E 3C 28 95 00	2	0x14	0x95283C
004b45f7	say_orders(char_*,int)	MOV	MOV DL,byte ptr [ESI + 0x95283a]	8A 96 3A 28 95 00	2	0x12	0x95283A
004b4642	say_orders(char_*,int)	MOV	MOV CL,byte ptr [ESI + 0x95283a]	8A 8E 3A 28 95 00	2	0x12	0x95283A
004b465b	say_orders(char_*,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x95282a]	0F BF 86 2A 28 95 00	3	0x2	0x95282A
004b4669	say_orders(char_*,int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x952828]	0F BF 96 28 28 95 00	3	0x0	0x952828
004b4691	say_orders(char_*,int)	MOV	MOV AL,byte ptr [ESI + 0x952839]	8A 86 39 28 95 00	2	0x11	0x952839
004b46b6	say_orders(char_*,int)	MOV	MOV AL,byte ptr [ESI + 0x952839]	8A 86 39 28 95 00	2	0x11	0x952839
004b46d7	say_orders(char_*,int)	MOV	MOV CL,byte ptr [ESI + 0x95284e]	8A 8E 4E 28 95 00	2	0x26	0x95284E
004b46f6	say_orders(char_*,int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x95282a]	0F BF 96 2A 28 95 00	3	0x2	0x95282A
004b46fd	say_orders(char_*,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952828]	0F BF 86 28 28 95 00	3	0x0	0x952828
004b4749	say_orders(char_*,int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x952856]	0F BF 96 56 28 95 00	3	0x2E	0x952856
004b4767	say_orders(char_*,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x95282a]	0F BF 86 2A 28 95 00	3	0x2	0x95282A
004b476e	say_orders(char_*,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952828]	0F BF 8E 28 28 95 00	3	0x0	0x952828
004b4775	say_orders(char_*,int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x952856]	0F BF 96 56 28 95 00	3	0x2E	0x952856
004b4782	say_orders(char_*,int)	MOV	MOV AL,byte ptr [ESI + 0x952836]	8A 86 36 28 95 00	2	0xE	0x952836
004b4788	say_orders(char_*,int)	MOV	MOV CL,byte ptr [ESI + 0x95284e]	8A 8E 4E 28 95 00	2	0x26	0x95284E
004b47ec	say_orders(char_*,int)	MOV	MOV DL,byte ptr [ESI + 0x952839]	8A 96 39 28 95 00	2	0x11	0x952839
004b4809	say_orders(char_*,int)	MOV	MOV EAX,dword ptr [ESI + 0x95282c]	8B 86 2C 28 95 00	2	0x4	0x95282C
004b481e	say_orders(char_*,int)	MOV	MOV CL,byte ptr [ESI + 0x95283b]	8A 8E 3B 28 95 00	2	0x13	0x95283B
004b4824	say_orders(char_*,int)	MOV	MOV AL,byte ptr [ESI + 0x95283a]	8A 86 3A 28 95 00	2	0x12	0x95283A
004b4838	say_orders(char_*,int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x952844]	0F BF 96 44 28 95 00	3	0x1C	0x952844
004b4842	say_orders(char_*,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x95283c]	0F BF 86 3C 28 95 00	3	0x14	0x95283C
004b4853	say_orders(char_*,int)	MOV	MOV ECX,dword ptr [ESI + 0x95282c]	8B 8E 2C 28 95 00	2	0x4	0x95282C
004b486e	say_orders(char_*,int)	MOV	MOV AL,byte ptr [ESI + 0x95283a]	8A 86 3A 28 95 00	2	0x12	0x95283A
004b4874	say_orders(char_*,int)	MOV	MOV CL,byte ptr [ESI + 0x95283b]	8A 8E 3B 28 95 00	2	0x13	0x95283B
004b4889	say_orders(char_*,int)	LEA	LEA EBX,[ESI + 0x95283e]	8D 9E 3E 28 95 00	2	0x16	0x95283E
004b48e0	say_orders(char_*,int)	MOV	MOV DL,byte ptr [ESI + 0x95283a]	8A 96 3A 28 95 00	2	0x12	0x95283A
004b48f4	say_orders(char_*,int)	CMP	CMP byte ptr [ESI + 0x952839],0x19	80 BE 39 28 95 00 19	2	0x11	0x952839
004b4908	say_orders(char_*,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x95283c]	0F BF 86 3C 28 95 00	3	0x14	0x95283C
004b492e	say_orders(char_*,int)	MOV	MOV AL,byte ptr [ESI + 0x952839]	8A 86 39 28 95 00	2	0x11	0x952839
004b4947	say_orders(char_*,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952844]	0F BF 8E 44 28 95 00	3	0x1C	0x952844
004b494e	say_orders(char_*,int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x95283c]	0F BF 96 3C 28 95 00	3	0x14	0x95283C
004b4c1c	draw_my_dest(int)	MOV	MOV CL,byte ptr [ESI + 0x952836]	8A 8E 36 28 95 00	2	0xE	0x952836
004b4c33	draw_my_dest(int)	CMP	CMP byte ptr [ESI + 0x952839],0x18	80 BE 39 28 95 00 18	2	0x11	0x952839
004b4c4c	draw_my_dest(int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
004b4c7c	draw_my_dest(int)	MOV	MOV CL,byte ptr [ESI + 0x952836]	8A 8E 36 28 95 00	2	0xE	0x952836
004b4c83	draw_my_dest(int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x952844]	0F BF 96 44 28 95 00	3	0x1C	0x952844
004b4c8c	draw_my_dest(int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x95283c]	0F BF 86 3C 28 95 00	3	0x14	0x95283C
004b4c93	draw_my_dest(int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x95282a]	0F BF 8E 2A 28 95 00	3	0x2	0x95282A
004b4c9c	draw_my_dest(int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x952828]	0F BF 96 28 28 95 00	3	0x0	0x952828
004b4ec2	draw_active(int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
004b4f88	draw_active(int,int,int)	MOV	MOV AL,byte ptr [ESI + 0x952836]	8A 86 36 28 95 00	2	0xE	0x952836
004b4fed	draw_active(int,int,int)	MOV	MOV CL,byte ptr [ESI + 0x952836]	8A 8E 36 28 95 00	2	0xE	0x952836
004b5075	draw_active(int,int,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952832]	0F BF 8E 32 28 95 00	3	0xA	0x952832
004b5087	draw_active(int,int,int)	MOV	MOV AL,byte ptr [ESI + 0x95282c]	8A 86 2C 28 95 00	2	0x4	0x95282C
004b50ad	draw_active(int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
004b5152	draw_active(int,int,int)	MOV	MOV AL,byte ptr [ESI + 0x952836]	8A 86 36 28 95 00	2	0xE	0x952836
004b515f	draw_active(int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
004b5176	draw_active(int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
004b51cb	draw_active(int,int,int)	MOV	MOV AL,byte ptr [ESI + 0x952836]	8A 86 36 28 95 00	2	0xE	0x952836
004b5233	draw_active(int,int,int)	MOV	MOV DL,byte ptr [ESI + 0x952836]	8A 96 36 28 95 00	2	0xE	0x952836
004b524a	draw_active(int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952856]	0F BF 86 56 28 95 00	3	0x2E	0x952856
004b52b4	draw_active(int,int,int)	MOV	MOV CL,byte ptr [ESI + 0x952836]	8A 8E 36 28 95 00	2	0xE	0x952836
004b52d7	draw_active(int,int,int)	MOV	MOV DL,byte ptr [ESI + 0x952850]	8A 96 50 28 95 00	2	0x28	0x952850
004b5394	draw_active(int,int,int)	MOV	MOV CL,byte ptr [ESI + 0x952850]	8A 8E 50 28 95 00	2	0x28	0x952850
004b5468	draw_active(int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
004b5514	draw_active(int,int,int)	MOV	MOV DL,byte ptr [ESI + 0x952850]	8A 96 50 28 95 00	2	0x28	0x952850
004b553a	draw_active(int,int,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952832]	0F BF 8E 32 28 95 00	3	0xA	0x952832
004b556d	draw_active(int,int,int)	MOV	MOV CL,byte ptr [ESI + 0x95284d]	8A 8E 4D 28 95 00	2	0x25	0x95284D
004b557e	draw_active(int,int,int)	MOV	MOV DL,byte ptr [ESI + 0x952850]	8A 96 50 28 95 00	2	0x28	0x952850
004b55b8	draw_active(int,int,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952832]	0F BF 8E 32 28 95 00	3	0xA	0x952832
004b561a	draw_active(int,int,int)	MOV	MOV AL,byte ptr [ESI + 0x95284d]	8A 86 4D 28 95 00	2	0x25	0x95284D
004b5624	draw_active(int,int,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952832]	0F BF 8E 32 28 95 00	3	0xA	0x952832
004b5663	draw_active(int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
004b5695	draw_active(int,int,int)	MOV	MOV CL,byte ptr [ESI + 0x952850]	8A 8E 50 28 95 00	2	0x28	0x952850
004b5836	draw_active(int,int,int)	MOV	MOV CL,byte ptr [ESI + 0x952838]	8A 8E 38 28 95 00	2	0x10	0x952838
004b58ca	draw_active(int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
004b5918	draw_active(int,int,int)	MOV	MOV CL,byte ptr [ESI + 0x952838]	8A 8E 38 28 95 00	2	0x10	0x952838
004b593c	draw_active(int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
004b598f	draw_active(int,int,int)	MOV	MOV CL,byte ptr [ESI + 0x952838]	8A 8E 38 28 95 00	2	0x10	0x952838
004b59b3	draw_active(int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
004b5a2e	draw_active(int,int,int)	MOV	MOV DL,byte ptr [ESI + 0x952838]	8A 96 38 28 95 00	2	0x10	0x952838
004b5a3e	draw_active(int,int,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952832]	0F BF 8E 32 28 95 00	3	0xA	0x952832
004b5b1e	draw_active(int,int,int)	MOV	MOV DL,byte ptr [ESI + 0x952836]	8A 96 36 28 95 00	2	0xE	0x952836
004b5b4f	draw_active(int,int,int)	TEST	TEST byte ptr [ESI + 0x95282c],0x80	F6 86 2C 28 95 00 80	2	0x4	0x95282C
004b5be4	draw_active(int,int,int)	MOV	MOV CL,byte ptr [ESI + 0x952836]	8A 8E 36 28 95 00	2	0xE	0x952836
004b5c4e	draw_active(int,int,int)	MOV	MOV AL,byte ptr [ESI + 0x952839]	8A 86 39 28 95 00	2	0x11	0x952839
004b5d69	draw_active(int,int,int)	MOV	MOV DL,byte ptr [ESI + 0x952836]	8A 96 36 28 95 00	2	0xE	0x952836
004b5d7c	draw_active(int,int,int)	CMP	CMP byte ptr [ESI + 0x952839],0x18	80 BE 39 28 95 00 18	2	0x11	0x952839
004b66e3	draw_status(int,int,int,int,int)	MOV	MOV CX,word ptr [EDX + 0x95285a]	66 8B 8A 5A 28 95 00	3	0x32	0x95285A
004b66f8	draw_status(int,int,int,int,int)	MOV	MOV CX,word ptr [ECX*0x4 + 0x95285a]	66 8B 0C 8D 5A 28 95 00	4	0x32	0x95285A
004b6715	draw_status(int,int,int,int,int)	MOV	MOV CL,byte ptr [EDX + 0x952836]	8A 8A 36 28 95 00	2	0xE	0x952836
004b68e1	draw_status(int,int,int,int,int)	MOV	MOV CL,byte ptr [EAX + 0x952836]	8A 88 36 28 95 00	2	0xE	0x952836
004b68eb	draw_status(int,int,int,int,int)	MOV	MOV DX,word ptr [EAX + 0x952830]	66 8B 90 30 28 95 00	3	0x8	0x952830
004b6908	draw_status(int,int,int,int,int)	TEST	TEST byte ptr [EAX + 0x95284f],DL	84 90 4F 28 95 00	2	0x27	0x95284F
004b6933	draw_status(int,int,int,int,int)	MOVSX	MOVSX ESI,word ptr [EDX + 0x952828]	0F BF B2 28 28 95 00	3	0x0	0x952828
004b693f	draw_status(int,int,int,int,int)	MOVSX	MOVSX EDX,word ptr [EDX + 0x95282a]	0F BF 92 2A 28 95 00	3	0x2	0x95282A
004b81e2	draw_status(int,int,int,int,int)	MOV	MOV AX,word ptr [EDX*0x4 + 0x95285a]	66 8B 04 95 5A 28 95 00	4	0x32	0x95285A
004b81f8	draw_status(int,int,int,int,int)	MOV	MOV AX,word ptr [EDX*0x4 + 0x95285a]	66 8B 04 95 5A 28 95 00	4	0x32	0x95285A
004b8216	draw_status(int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX*0x4 + 0x952858]	0F BF 04 85 58 28 95 00	4	0x30	0x952858
004b8448	draw_status(int,int,int,int,int)	MOV	MOV AX,word ptr [EDX*0x4 + 0x95285a]	66 8B 04 95 5A 28 95 00	4	0x32	0x95285A
004b845e	draw_status(int,int,int,int,int)	MOV	MOV AX,word ptr [ECX*0x4 + 0x95285a]	66 8B 04 8D 5A 28 95 00	4	0x32	0x95285A
004b8549	draw_status(int,int,int,int,int)	MOV	MOV AL,byte ptr [EDI + 0x952839]	8A 87 39 28 95 00	2	0x11	0x952839
004b8566	draw_status(int,int,int,int,int)	MOV	MOV CL,byte ptr [EDI + 0x952836]	8A 8F 36 28 95 00	2	0xE	0x952836
004b8599	draw_status(int,int,int,int,int)	MOVSX	MOVSX ECX,byte ptr [EDI + 0x952839]	0F BE 8F 39 28 95 00	3	0x11	0x952839
004b862d	draw_status(int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
004b863f	draw_status(int,int,int,int,int)	MOV	MOV AL,byte ptr [EDI + 0x95282c]	8A 87 2C 28 95 00	2	0x4	0x95282C
004b87dc	draw_status(int,int,int,int,int)	MOVSX	MOVSX ESI,word ptr [EDI + 0x952858]	0F BF B7 58 28 95 00	3	0x30	0x952858
004b89df	arrow_left(void)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x95285a]	0F BF 04 95 5A 28 95 00	4	0x32	0x95285A
004b8d09	arrow_right(void)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952858]	0F BF 04 95 58 28 95 00	4	0x30	0x952858
004bf938	vehdraw_turn_start(int,int,int,int)	MOVSX	MOVSX EAX,byte ptr [ECX + 0x952851]	0F BE 81 51 28 95 00	3	0x29	0x952851
004bf959	vehdraw_turn_start(int,int,int,int)	MOV	MOV byte ptr [ECX + 0x952851],DL	88 91 51 28 95 00	2	0x29	0x952851
004bf982	vehdraw_turn_start(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
004bff35	vehdraw_scoot_start(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952832]	0F BF 04 95 32 28 95 00	4	0xA	0x952832
004c00f9	vehdraw_scoot_start(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX*0x4 + 0x952832]	0F BF 04 85 32 28 95 00	4	0xA	0x952832
004c027e	vehdraw_scoot_start(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952832]	0F BF 04 95 32 28 95 00	4	0xA	0x952832
004c1321	vehdraw_draw(Buffer_*,int,int,int,int,int,int)	MOVSX	MOVSX ESI,word ptr [ECX + 0x952828]	0F BF B1 28 28 95 00	3	0x0	0x952828
004c1328	vehdraw_draw(Buffer_*,int,int,int,int,int,int)	MOVSX	MOVSX EDI,word ptr [ECX + 0x95282a]	0F BF B9 2A 28 95 00	3	0x2	0x95282A
004c133b	vehdraw_draw(Buffer_*,int,int,int,int,int,int)	MOVSX	MOVSX EAX,byte ptr [EAX + 0x952851]	0F BE 80 51 28 95 00	3	0x29	0x952851
004c138a	vehdraw_draw(Buffer_*,int,int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
004c16ab	vehdraw_draw(Buffer_*,int,int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
004c16ea	vehdraw_draw(Buffer_*,int,int,int,int,int,int)	MOV	MOV AL,byte ptr [ECX + 0x952836]	8A 81 36 28 95 00	2	0xE	0x952836
004c1794	vehdraw_unk1	MOVSX	MOVSX ESI,word ptr [EAX + 0x952828]	0F BF B0 28 28 95 00	3	0x0	0x952828
004c179b	vehdraw_unk1	MOVSX	MOVSX EDI,word ptr [EAX + 0x95282a]	0F BF B8 2A 28 95 00	3	0x2	0x95282A
004c17a2	vehdraw_unk1	MOVSX	MOVSX EAX,byte ptr [EAX + 0x952851]	0F BE 80 51 28 95 00	3	0x29	0x952851
004c1a7e	vehdraw_unk1	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
004c1abd	vehdraw_unk1	MOV	MOV AL,byte ptr [ECX + 0x952836]	8A 81 36 28 95 00	2	0xE	0x952836
004c1d42	vehdraw_construct_vehicle(int,Caviar_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
004c1d9f	vehdraw_construct_vehicle(int,Caviar_*)	MOV	MOV AL,byte ptr [EBX + 0x952836]	8A 83 36 28 95 00	2	0xE	0x952836
004c1dca	vehdraw_construct_vehicle(int,Caviar_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
004c1e28	vehdraw_construct_vehicle(int,Caviar_*)	MOV	MOV DL,byte ptr [EBX + 0x952836]	8A 93 36 28 95 00	2	0xE	0x952836
004c96f7	action_build(int,char_*)	MOV	MOV CL,byte ptr [EBX + 0x952836]	8A 8B 36 28 95 00	2	0xE	0x952836
004c96fd	action_build(int,char_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x95282a]	0F BF 83 2A 28 95 00	3	0x2	0x95282A
004c9704	action_build(int,char_*)	MOVSX	MOVSX EDI,word ptr [EBX + 0x952828]	0F BF BB 28 28 95 00	3	0x0	0x952828
004c977c	action_build(int,char_*)	MOV	MOV DL,byte ptr [EBX + 0x952836]	8A 93 36 28 95 00	2	0xE	0x952836
004c9786	action_build(int,char_*)	MOV	MOV AX,word ptr [EBX + 0x952830]	66 8B 83 30 28 95 00	3	0x8	0x952830
004c9798	action_build(int,char_*)	MOV	MOV AL,byte ptr [EBX + 0x95284f]	8A 83 4F 28 95 00	2	0x27	0x95284F
004c98a5	action_build(int,char_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952856]	0F BF 83 56 28 95 00	3	0x2E	0x952856
004c98d0	action_build(int,char_*)	MOV	MOV EAX,dword ptr [EBX + 0x95282c]	8B 83 2C 28 95 00	2	0x4	0x95282C
004c9a6a	contribution(int,int)	MOV	MOV DL,byte ptr [EAX + 0x952836]	8A 90 36 28 95 00	2	0xE	0x952836
